"","fall_nbr_TCA_mean_75","fall_nbr_B4_stdDev_150","elevation_stdDev_150","spring_nbr_B7_stdDev_300","aspect_mean_300","day_of_year","time_observations_started","duration_minutes","effort_distance_km","number_observers","observation_date","formatted_date","latitude","longitude","locality_id","observer_id","checklist_id","as_date","occupied","species_observed_syn","occupied_prob"
"2505",1.9938821558247,-0.307422154546875,0.977443235568101,-1.31617638291587,0.4883742707306,-1.54694211985248,-0.109953523340321,-0.437041916397798,-0.263094913901091,0.632390529287552,"5/18/2017",2017-05-18,44.25476,-123.9215042,"L5855846","obs407406,obs758784","G2429169",2017-05-18,-1,-1,-1
"2506",0.912653085677263,0.961531535415356,2.43409810693341,0.624728705209099,-0.140186311818356,-1.54694211985248,0.155703330452573,-0.134236065642332,-0.263094913901091,0.632390529287552,"5/18/2017",2017-05-18,44.2585952,-123.9093618,"L5718484","obs407406,obs758784","G2430059",2017-05-18,-1,-1,-1
"2566",0.17277530757801,-0.217232672735785,-0.688279105471684,0.73613807536216,-0.080341126983431,-1.54694211985248,0.385939271823251,0.0171668597354004,-0.263094913901091,-0.400664773648653,"5/18/2017",2017-05-18,45.3276836,-122.570383,"L5780393","obs297040,obs562249,obs529252","G2430884",2017-05-18,-1,-1,-1
"2567",-1.02797397466202,-1.03020699726727,-0.542984082142484,0.266908428861256,-0.853162129875772,-1.42964416352909,1.15103101074679,-0.315919576095612,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,42.263443,-122.448941,"L3541337","obs632848,obs806812","G2433810",2017-05-20,-1,-1,-1
"2568",0.766099765785312,-1.02615229378518,0.078142899118728,-1.18417252687371,0.4037970927539,-1.48829314169079,0.51345456164384,-0.437041916397798,-0.263094913901091,0.632390529287552,"5/19/2017",2017-05-19,42.7260195,-121.5117073,"L5862562","obs174993,obs31833","G2434428",2017-05-19,-1,-1,-1
"2569",-0.353757071762616,-0.477386787564186,-0.316487218928372,-0.549514005216772,1.39338769665937,-1.42964416352909,1.28208839053444,-0.0131137253401461,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.801886,-123.063626,"L5864875","obs422274,obs835522","G2434587",2017-05-20,-1,-1,-1
"2570",-1.05874885839299,0.033556595455711,0.882096519630581,0.381509417496655,0.335215712262421,-1.48829314169079,1.57608197681542,-0.406761331322251,-0.263094913901091,0.632390529287552,"5/19/2017",2017-05-19,44.184303,-119.4190756,"L5866896","obs432917,obs920973","G2434896",2017-05-19,-1,-1,-1
"2571",-1.40068932690274,-1.29626681768804,-0.375631692500215,-1.22655700173587,0.206448161899428,-1.42964416352909,-1.17612302911654,-0.376480746246705,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.2846341,-119.4731141,"L5866904","obs432917,obs920973","G2434904",2017-05-20,-1,-1,-1
"2572",-1.36252425824907,-1.39901393906683,-0.266249368481251,-1.14577757373945,0.528238050137379,-1.42964416352909,-1.1442442066614,-0.194797235793425,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.2813088,-119.4728938,"L5866908","obs432917,obs920973","G2434906",2017-05-20,-1,-1,-1
"2573",-1.27235805642416,-1.12951320099439,0.0198414310145197,-1.18662730687431,0.155409224075421,-1.42964416352909,-1.0875707446606,-0.194797235793425,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.275505,-119.4732105,"L5866920","obs432917,obs920973","G2434909",2017-05-20,-1,-1,-1
"2574",-0.954865768844246,-1.4394060250035,0.87611287847995,0.501837675006873,1.03096601850181,-1.42964416352909,-1.01318682559859,-0.103955480566786,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.2593619,-119.4663018,"L5866936","obs432917,obs920973","G2434910",2017-05-20,-1,-1,-1
"2575",-1.36443878937457,-1.3545433294327,-0.337808878420781,-0.927785619021171,-1.7102064640047,-1.42964416352909,-0.80066134256427,0.229130955264226,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.3036472,-119.5098118,"L5866940","obs432917,obs920973","G2434911",2017-05-20,-1,-1,-1
"2576",-1.41020483767227,-1.0131731371873,0.613544275689814,-0.656179546082992,0.343723685132214,-1.42964416352909,-0.634183047379039,1.22839026275726,-0.263094913901091,0.632390529287552,"5/20/2017",2017-05-20,44.3144422,-119.5019197,"L5866946","obs432917,obs920973","G2434912",2017-05-20,-1,-1,-1
"2577",-0.73830371072655,1.22095226590433,0.0439678906744705,1.4586192943543,-0.91295619134712,-1.37099518536739,-0.814829707958207,-0.0433943104156927,-0.263094913901091,2.69850113515996,"5/21/2017",2017-05-21,44.5111179,-119.6232513,"L5866953","obs432917,obs920973","G2434914",2017-05-21,-1,-1,-1
"2578",0.994397829777991,0.155907878614844,-0.508005011564017,-0.884097291121297,0.704873785696001,-1.37099518536739,-0.676688143985902,0.0171668597354004,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.513676,-124.055562,"L5867620","obs27346,obs655188","G2435690",2017-05-21,-1,-1,-1
"2579",0.321032399387045,-0.665485114998267,-0.299802822506054,-0.370686689888705,0.561279370146442,-1.37099518536739,-0.464162660951587,-0.134236065642332,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.514311,-124.033492,"L5867617","obs27346,obs655188","G2435693",2017-05-21,-1,-1,-1
"2580",1.32386258827584,1.32380069426664,0.364923179123426,-0.786966358200616,0.454746559519923,-1.37099518536739,-0.375610377133215,0.0171668597354004,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.510704,-124.012982,"L5867612","obs27346,obs655188","G2435694",2017-05-21,-1,-1,-1
"2581",1.88029018809491,1.34279111149641,0.594797887280159,-1.42176147188335,1.19625633697629,-1.37099518536739,-0.287058091827166,-0.134236065642332,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.510526,-123.987414,"L5867594","obs27346,obs655188","G2435868",2017-05-21,-1,-1,-1
"2582",-0.450457433542018,-0.211460533567928,-0.79857200846449,-0.952885741226535,0.753190804728874,-1.37099518536739,0.403649728034359,-0.285638991020065,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.070066,-123.170677,"L4591554","obs269672,obs305796,obs305797","G2436253",2017-05-21,-1,-1,-1
"2583",-0.643646023886702,0.0379601123935134,-0.782520555303816,-0.821211823817235,0.543941471313296,-1.37099518536739,-0.464162660951587,-0.194797235793425,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.115786,-123.153223,"L5866916","obs269672,obs305797","G2436254",2017-05-21,-1,-1,-1
"2584",0.189765517249292,-0.331773384399059,-0.723957091125914,0.345138906594245,0.624478126287869,-1.42964416352909,-0.535004488771375,-0.497603086548891,-0.263094913901091,-0.400664773648653,"5/20/2017",2017-05-20,44.0441994,-123.1433619,"L1547189","obs269672,obs305796","G2436260",2017-05-20,-1,-1,-1
"2585",0.0093719654066041,-0.680200347939652,-0.154223957049245,-0.38663777997008,1.58111478903849,-1.37099518536739,0.396565545974967,-0.527883671624438,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.805485,-123.065002,"L5613267","obs643693,obs696638","G2436478",2017-05-21,-1,-1,-1
"2586",-0.473843652421542,-0.352606551189854,-0.714319629599555,-0.0522247977152896,-0.640894074526041,-1.37099518536739,-1.17258093787432,-0.285638991020065,-0.263094913901091,8.8968329527772,"5/21/2017",2017-05-21,45.3429589,-118.0144522,"L5866249","obs294299,obs553973,obs926331,obs600022","G2436623",2017-05-21,-1,-1,-1
"2587",-1.6927556314242,-0.694328749585094,-0.743408444007547,-0.39225253987048,-0.868385883552592,-1.37099518536739,0.20175051915176,-0.467322501473344,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,43.2197146,-121.0451707,"L5870223","obs171341,obs559910","G2437682",2017-05-21,-1,-1,-1
"2588",-0.40116268367941,-0.293455220037295,-0.716952637158422,0.158055588973356,-1.26039431527077,-1.37099518536739,-0.697940692289334,-0.467322501473344,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.496386,-123.119394,"L5870101","obs41063,obs48056","G2437757",2017-05-21,-1,-1,-1
"2589",0.151710569972203,0.134942532272453,1.58117824408282,0.335718692066435,-0.159150153803739,-1.37099518536739,-0.492499392164512,-0.527883671624438,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.499389,-123.230241,"L5870121","obs41063,obs48056","G2437761",2017-05-21,-1,-1,-1
"2590",-0.0373558104719543,0.516614625793109,0.323016885636076,0.760623335146683,-1.31129425784399,-1.37099518536739,-0.244552995220303,-0.376480746246705,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.491947,-123.233431,"L5870126","obs41063,obs48056","G2437764",2017-05-21,-1,-1,-1
"2591",2.05148554116055,0.285369481716529,2.7728210615615,-0.995097164814026,0.231252506853899,-1.37099518536739,-0.0461958784300267,-0.437041916397798,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.70387,-123.28301,"L5870131","obs41063,obs48056","G2437766",2017-05-21,-1,-1,-1
"2592",1.55705449927134,0.542401056707043,-0.276780083362134,-0.441934478716114,-0.533530503839414,-1.37099518536739,0.00339340236148374,-0.467322501473344,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.70702,-123.320813,"L5870132","obs41063,obs48056","G2437767",2017-05-21,-1,-1,-1
"2593",1.34124145010575,0.1298437804071,1.56290183763636,2.436961595147,0.0195383376297296,-1.37099518536739,0.509912469551517,-0.558164256699984,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.61505,-123.369214,"L5870145","obs41063,obs48056","G2437770",2017-05-21,-1,-1,-1
"2594",0.691346149899918,-0.478117202235667,0.528568163112097,1.26302020839973,0.073427999539928,-1.37099518536739,0.548875474066057,-0.558164256699984,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.597288,-123.354784,"L5870149","obs41063,obs48056","G2437771",2017-05-21,-1,-1,-1
"2595",0.187322601602319,1.63650361795748,-0.23437711836089,0.197186118757232,1.12256607000725,-1.37099518536739,1.26083584223101,-0.527883671624438,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,45.5130767,-122.7709575,"L3245580","obs41063,obs48056","G2437773",2017-05-21,-1,-1,-1
"2596",0.222771617538557,-0.212504462797174,-0.020086127108987,-0.643034440746189,-1.06632039004931,-1.37099518536739,0.506370377459194,-0.558164256699984,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.4177426,-123.3413172,"L3610145","obs190616,obs406695","G2439050",2017-05-21,-1,-1,-1
"2597",0.529302764741632,-0.324940578089344,-0.0412197155811077,0.968969963199059,-0.440331151315492,-1.37099518536739,0.534707109947272,-0.467322501473344,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.3895855,-123.3555436,"L3610171","obs190616,obs406695","G2439059",2017-05-21,-1,-1,-1
"2598",0.608845716368581,-0.282495141772856,-0.780161098538492,-0.631895780035383,-0.158952383625633,-1.37099518536739,0.630343577312714,-0.527883671624438,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.389605,-123.3016634,"L2141980","obs190616,obs406695","G2439083",2017-05-21,-1,-1,-1
"2599",0.377281372190096,-0.664648016427989,-0.620798318224508,-0.312187051883692,0.234078940458715,-1.72288905433757,1.14394682656214,-0.134236065642332,-0.263094913901091,-0.400664773648653,"5/15/2017",2017-05-15,45.539395,-122.658281,"L3070056","obs202279,obs726801","G2439353",2017-05-15,-1,-1,-1
"2600",-0.430050262679986,-0.0591748070750628,-0.565008938607234,0.158857603577499,-0.288257654817086,-1.3123462072057,-1.11944956711574,-0.437041916397798,-0.263094913901091,-0.400664773648653,"5/22/2017",2017-05-22,45.5166278,-122.3968229,"L5757128","obs39453,obs898599","G2440357",2017-05-22,-1,-1,-1
"2601",-1.53234406894784,-0.773386534784401,-0.850849524496481,-0.564341720887333,-3.21469337621347,-1.3123462072057,1.22895701977587,-0.437041916397798,-0.263094913901091,0.632390529287552,"5/22/2017",2017-05-22,43.4105238,-118.9840171,"L5873982","obs369288,obs233694","G2440554",2017-05-22,-1,-1,-1
"2602",-0.370043031075724,-0.0521428036168834,-0.436347234365664,-0.289402196669075,-0.0664715962072554,-1.48829314169079,1.61858707342228,0.0171668597354004,-0.263094913901091,0.632390529287552,"5/19/2017",2017-05-19,45.4610713,-122.704495,"L2572446","obs272570,obs356992","G2441205",2017-05-19,-1,-1,-1
"2603",0.341169716091301,-0.395504788297588,-0.459419963313653,-0.252068137396022,-1.35772631994448,-1.48829314169079,0.633885667279783,-0.285638991020065,-0.263094913901091,-0.400664773648653,"5/19/2017",2017-05-19,45.7865478,-118.1073079,"L5859207","obs499334,obs522098","G2441600",2017-05-19,-1,-1,-1
"2604",-0.124785368147854,-0.679284635667988,1.31194164857607,0.651583535475419,0.390126693708866,-1.48829314169079,0.757858867133303,-0.255358405944519,-0.263094913901091,-0.400664773648653,"5/19/2017",2017-05-19,45.5652136,-117.983483,"L5859203","obs499334,obs522098","G2441601",2017-05-19,-1,-1,-1
"2605",-0.822654255993527,-0.622269100532589,-0.00663820651838339,-0.887768588105613,0.938205862452271,-1.42964416352909,1.25375166017162,-0.134236065642332,-0.263094913901091,1.66544583222376,"5/20/2017",2017-05-20,44.6209217,-120.1296508,"L5873460","obs354288","G2444943",2017-05-20,-1,-1,-1
"2606",-0.440820854950819,-0.0644043600418759,1.65804636391978,0.75770066680359,-0.162817717721999,-1.37099518536739,-0.393320833344323,-0.285638991020065,-0.263094913901091,1.66544583222376,"5/21/2017",2017-05-21,45.1354057,-119.6707141,"L5870505","obs505685,obs354288","G2444945",2017-05-21,-1,-1,-1
"2607",-0.678639969381228,-0.490999585835766,-0.830874033260262,1.96044735575367,-1.72974188594721,-1.3123462072057,0.563043840310096,-0.285638991020065,-0.263094913901091,1.66544583222376,"5/22/2017",2017-05-22,43.4810755,-119.0201712,"L5643352","obs338378,obs439500","G2445076",2017-05-22,-1,-1,-1
"2608",-1.51334684376176,-0.322038340628644,-0.752379917045487,0.107148660514263,-1.88066640528153,-1.253697229044,-0.47833102655805,-0.527883671624438,-0.263094913901091,0.632390529287552,"5/23/2017",2017-05-23,43.2973124,-118.9743697,"L5876236","obs369288,obs233694","G2445759",2017-05-23,-1,-1,-1
"2609",-1.8641876331237,1.60923584398852,-0.493146844971773,6.9028860488901,-1.79729386636271,-1.13639927272061,-0.924634540930112,-0.437041916397798,-0.263094913901091,1.66544583222376,"5/25/2017",2017-05-25,44.4294842,-124.0843565,"L5656809","obs20174,obs407406","G2447192",2017-05-25,-1,-1,-1
"2610",-1.56480901458557,-1.25269848480923,-0.850849524496481,-0.69946186673991,-1.1760144550472,-1.253697229044,0.598464754857567,-0.376480746246705,-0.263094913901091,-0.400664773648653,"5/23/2017",2017-05-23,43.436423,-118.984111,"L5880076","obs131205,obs417932","G2447463",2017-05-23,-1,-1,-1
"2611",-1.55529348189915,-1.13687529803813,-0.66940898094868,-0.834831769807109,1.97952366895397,-1.13639927272061,-0.184337442402331,0.138289200037587,-0.263094913901091,2.69850113515996,"5/25/2017",2017-05-25,43.248483,-118.995617,"L1578030","obs131205,obs417932","G2447470",2017-05-25,-1,-1,-1
"2612",0.110675785086845,0.27027437587381,-0.187273428978679,1.05999164956216,-0.688455124384508,-1.42964416352909,-0.712109057895796,-0.437041916397798,3.49634289875578,0.632390529287552,"5/20/2017",2017-05-20,43.289776,-123.332677,"L5861861","obs422895,obs555818","G2447602",2017-05-20,-1,-1,-1
"2613",-0.430072573076318,1.79859486406412,-0.529154558011491,0.934741194076944,-1.255275097995,-1.253697229044,-0.573967493923491,-0.406761331322251,-0.263094913901091,0.632390529287552,"5/23/2017",2017-05-23,43.9751619,-124.0745784,"L2801445","obs269672,obs305797","G2448248",2017-05-23,-1,-1,-1
"2614",0.353118826712549,3.89812943841786,0.569954979233735,0.259775296637379,-1.06994852134711,-1.253697229044,-0.623556773227323,-0.255358405944519,-0.263094913901091,0.632390529287552,"5/23/2017",2017-05-23,43.981463,-124.054023,"L4661275","obs269672,obs305797","G2448249",2017-05-23,-1,-1,-1
"2615",-0.430050262679986,-0.0591748070750628,-0.565008938607234,0.158857603577499,-0.288257654817086,-1.07775029455891,-1.03089728244727,-0.437041916397798,-0.263094913901091,-0.400664773648653,"5/26/2017",2017-05-26,45.5166278,-122.3968229,"L5757128","obs39453,obs898599","G2448710",2017-05-26,-1,-1,-1
"2616",-1.51314783496581,-0.70904649145899,-0.850849524496481,-0.564282890680017,-3.25018310930199,-1.07775029455891,-0.899839901171933,-0.467322501473344,-0.263094913901091,1.66544583222376,"5/26/2017",2017-05-26,43.4105093,-118.9842679,"L5889888","obs559925,obs658112,obs723807","G2448724",2017-05-26,-1,-1,-1
"2617",0.228451022189776,1.13598588397776,-0.793110551476701,0.0450055547279121,-1.92517977021533,-1.07775029455891,-0.481873118012797,0.259411540339773,-0.263094913901091,1.66544583222376,"5/26/2017",2017-05-26,43.2822916,-118.8263657,"L5889897","obs559925,obs658112","G2448730",2017-05-26,-1,-1,-1
"2618",-1.52622661706047,-0.445198788582834,0.659447515419654,-0.752124705427487,1.77780902135511,-1.07775029455891,0.191124245000044,-0.406761331322251,-0.263094913901091,1.66544583222376,"5/26/2017",2017-05-26,43.2484016,-118.9939006,"L5889908","obs559925,obs658112,obs723807","G2448738",2017-05-26,-1,-1,-1
"2619",0.123762859496794,-0.23131872068438,-0.694966178199872,-0.693676944233381,-0.52628403684689,-1.37099518536739,1.51940851396452,-0.285638991020065,-0.263094913901091,0.632390529287552,"5/21/2017",2017-05-21,44.330856,-122.8348881,"L1856493","obs349131,obs230337","G2448965",2017-05-21,-1,-1,-1
"2620",-0.106722437069261,-0.421688109646886,-0.80409638010065,0.207153272199487,-2.74461418872594,-1.07775029455891,2.02946967324687,-0.558164256699984,-0.263094913901091,1.66544583222376,"5/26/2017",2017-05-26,43.2691903,-118.8557466,"L5892157","obs559925,obs658112,obs723807","G2449531",2017-05-26,-1,-1,-1
"2621",0.366244135528623,-0.606290901924996,-0.432931148760398,0.608920029364218,0.228298416007121,-1.1950482508823,-0.0922430650039584,0.350253295566412,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.01248,-121.46664,"L5895001","obs192893,obs416347,obs15025","G2451135",2017-05-24,-1,-1,-1
"2622",-0.518720197859926,-0.372273771157316,-0.365584498167433,0.89662538337149,0.0742470483024501,-1.1950482508823,-0.159542802006577,-0.194797235793425,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.01226,-121.46343,"L5894956","obs192893,obs416347,obs15025","G2451136",2017-05-24,-1,-1,-1
"2623",-1.40643847884934,-1.19018087596007,-0.733989832715749,-0.982997003403615,0.64435037227389,-1.1950482508823,-0.209132080672832,-0.376480746246705,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.00573,-121.46454,"L5894922","obs192893,obs416347,obs15025","G2451137",2017-05-24,-1,-1,-1
"2624",-1.33358535050343,-1.42633726186092,-0.645488581506299,-0.840551187999412,-0.275736135873155,-1.1950482508823,-0.400405016041292,-0.437041916397798,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.00454,-121.47709,"L5894786","obs192893,obs416347,obs15025","G2451138",2017-05-24,-1,-1,-1
"2625",-0.877882389365533,-1.21979030571763,-0.65975227620344,-0.319700371428477,-0.214921382350026,-1.1950482508823,-0.297684365978882,0.0171668597354004,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.00323,-121.46972,"L5894876","obs192893,obs416347,obs15025","G2451141",2017-05-24,-1,-1,-1
"2626",-1.31482047607774,-1.36824118798874,-0.727922852033905,-1.01828595090722,-0.441775210262153,-1.1950482508823,-0.50666775755845,-0.315919576095612,-0.263094913901091,4.76461174103237,"5/24/2017",2017-05-24,45.00052,-121.47469,"L5894752","obs192893,obs416347,obs15025","G2451142",2017-05-24,-1,-1,-1
"2627",0.658782089134789,-0.794046734801157,0.0362728327638429,-0.499983779443277,0.0540552957910253,-1.1950482508823,0.127366600089749,0.955864997077344,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.96942,-121.58446,"L5895593","obs192893,obs416347,obs15025","G2451167",2017-05-24,-1,-1,-1
"2628",0.516268780216872,-1.27918623692665,-0.683099643746898,-0.897907265979648,0.156835578638445,-1.1950482508823,0.336349991031741,-0.346200161171158,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.9728,-121.59025,"L5895632","obs192893,obs416347,obs15025","G2451168",2017-05-24,-1,-1,-1
"2629",0.990686622860936,-1.03560897431745,1.09504880230736,-0.62679633410546,0.51892435709625,-1.1950482508823,0.655138215583214,-0.285638991020065,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.9826,-121.60377,"L5895725","obs192893,obs15025,obs416347","G2451578",2017-05-24,-1,-1,-1
"2630",0.975854383787897,-1.11672202590377,0.0980643243510229,-0.684257410158572,0.334189477107946,-1.1950482508823,0.602006844824635,-0.346200161171158,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.9783737,-121.5865108,"L5895704","obs192893,obs15025,obs416347","G2451579",2017-05-24,-1,-1,-1
"2631",1.31984234682684,-1.19886158574916,-0.575769726172789,-0.724453511675041,0.418590381790578,-1.1950482508823,0.467407372944654,-0.406761331322251,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.98075,-121.60379,"L5895687","obs192893,obs15025,obs416347","G2451581",2017-05-24,-1,-1,-1
"2632",0.393927734918105,-1.36705515871602,-0.739341538402328,-0.905579801435873,0.510696725179271,-1.1950482508823,0.417818094278399,-0.406761331322251,-0.263094913901091,3.73155643809617,"5/24/2017",2017-05-24,44.97817,-121.59794,"L5895660","obs192893,obs15025,obs416347","G2451583",2017-05-24,-1,-1,-1
"2633",1.65361704311237,-0.545000245781017,1.88573797229316,-1.03719771272845,1.09457863562054,-1.01910131639721,-1.24342276548159,1.83400196426819,-0.263094913901091,0.632390529287552,"5/27/2017",2017-05-27,42.7170024,-122.1250105,"L5894537","obs127703,obs486677","G2451990",2017-05-27,-1,-1,-1
"2634",-1.43019637255838,-1.13669235408344,-0.750688717758073,-1.21469353187131,1.48257816072352,-0.960452338235518,-0.733361606199228,-0.558164256699984,-0.263094913901091,0.632390529287552,"5/28/2017",2017-05-28,42.580608,-118.952356,"L5899234","obs137273,obs103726","G2452839",2017-05-28,-1,-1,-1
"2635",-1.51218351366684,-1.327541691879,-0.652223340969233,-0.663543615741683,1.96076132863642,-0.960452338235518,-0.896297809929712,-0.225077820868972,-0.263094913901091,0.632390529287552,"5/28/2017",2017-05-28,42.719108,-119.000029,"L5899242","obs137273,obs103726","G2452841",2017-05-28,-1,-1,-1
"2636",0.76576755951056,0.305603194621233,1.19848957738507,-0.230481535628645,-1.11361242862388,-1.13639927272061,0.176955878756005,-0.346200161171158,-0.263094913901091,3.73155643809617,"5/25/2017",2017-05-25,44.7969,-121.64351,"L5900203","obs192893,obs416347,obs15025","G2453510",2017-05-25,-1,-1,-1
"2637",0.845974881944857,-1.3948645653448,0.14082906249352,-0.588175799605187,1.71616494846178,-1.13639927272061,0.86766369861753,-0.225077820868972,-0.263094913901091,3.73155643809617,"5/25/2017",2017-05-25,44.82434,-121.56268,"L5900089","obs192893,obs416347,obs15025","G2453515",2017-05-25,-1,-1,-1
"2638",0.464887649875874,-1.38517644020138,-0.433415132440203,-0.7435559457639,-0.0645416632993783,-1.13639927272061,0.0246459506649152,-0.285638991020065,-0.263094913901091,3.73155643809617,"5/25/2017",2017-05-25,44.8200831,-121.5630066,"L5900043","obs192893,obs416347,obs15025","G2453517",2017-05-25,-1,-1,-1
"2639",0.73858191964122,-1.37178960734859,-0.396481045204928,-0.477350163545584,0.870959776220573,-1.13639927272061,-0.0461958784300267,-0.346200161171158,-0.263094913901091,3.73155643809617,"5/25/2017",2017-05-25,44.81972,-121.5573,"L5899985","obs192893,obs416347,obs15025","G2453518",2017-05-25,-1,-1,-1
"2640",0.992023941183241,-1.22292558730684,-0.204519715008087,-0.412138588908967,-1.16915633077451,-1.13639927272061,-0.156000709914253,-0.255358405944519,-0.263094913901091,3.73155643809617,"5/25/2017",2017-05-25,44.82371,-121.55246,"L5899801","obs192893,obs416347,obs15025","G2453519",2017-05-25,-1,-1,-1
